state,incident_type,ih_program_declared,ia_program_declared,hm_program_declared,pa_program_declared,incident_month,incident_year,#disasters,state_name
ME,Biological,Yes,No,Yes,Yes,January,2020,436,Maine
TX,Biological,No,No,No,Yes,January,2020,258,Texas
TX,Biological,Yes,No,Yes,Yes,January,2020,257,Texas
TX,Severe Ice Storm,No,No,No,Yes,February,2021,254,Texas
ME,Biological,No,No,No,Yes,January,2020,180,Maine
GA,Biological,Yes,No,Yes,Yes,January,2020,160,Georgia
GA,Biological,No,No,No,Yes,January,2020,160,Georgia
GA,Hurricane,No,No,No,Yes,September,2017,159,Georgia
GA,Hurricane,No,No,Yes,Yes,September,2017,152,Georgia
VA,Biological,No,No,No,Yes,January,2020,138,Virginia
VA,Biological,Yes,No,Yes,Yes,January,2020,138,Virginia
VA,Hurricane,No,No,No,Yes,October,2012,136,Virginia
VA,Hurricane,No,No,No,Yes,September,2018,134,Virginia
SD,Biological,Yes,No,Yes,No,January,2020,130,South Dakota
TX,Severe Ice Storm,Yes,No,Yes,Yes,February,2021,129,Texas
LA,Hurricane,No,No,No,Yes,October,2020,128,Louisiana
OK,Biological,No,No,No,Yes,January,2020,127,Oklahoma
TX,Severe Ice Storm,No,No,Yes,Yes,February,2021,125,Texas
TX,Fire,No,No,Yes,Yes,April,2011,122,Texas
KS,Biological,Yes,No,Yes,Yes,January,2020,121,Kansas
KY,Biological,Yes,No,Yes,Yes,January,2020,120,Kentucky
KY,Biological,No,No,No,Yes,January,2020,120,Kentucky
MO,Biological,No,No,No,Yes,January,2020,115,Missouri
MO,Severe Storm,No,No,No,Yes,January,2011,115,Missouri
MO,Biological,Yes,No,Yes,Yes,January,2020,115,Missouri
OK,Biological,Yes,No,Yes,Yes,January,2020,112,Oklahoma
KS,Biological,No,No,No,Yes,January,2020,112,Kansas
GA,Hurricane,No,No,No,Yes,October,2018,108,Georgia
MN,Biological,No,No,No,Yes,January,2020,107,Minnesota
MN,Biological,Yes,No,Yes,Yes,January,2020,107,Minnesota
NC,Biological,Yes,No,Yes,Yes,January,2020,106,North Carolina
NE,Biological,No,No,No,Yes,January,2020,104,Nebraska
NC,Hurricane,No,No,No,Yes,September,2019,103,North Carolina
IL,Biological,No,No,No,Yes,January,2020,102,Illinois
IA,Biological,No,No,No,Yes,January,2020,102,Iowa
IL,Biological,Yes,No,Yes,Yes,January,2020,102,Illinois
NC,Biological,No,No,No,Yes,January,2020,101,North Carolina
NE,Biological,Yes,No,Yes,Yes,January,2020,101,Nebraska
IA,Biological,Yes,No,Yes,Yes,January,2020,101,Iowa
NC,Hurricane,No,No,No,Yes,July,2020,101,North Carolina
NC,Hurricane,No,No,No,Yes,September,2018,101,North Carolina
NC,Hurricane,No,No,No,Yes,September,2022,101,North Carolina
TN,Biological,Yes,No,Yes,Yes,January,2020,95,Tennessee
TN,Biological,No,No,No,Yes,January,2020,95,Tennessee
MI,Biological,No,No,No,Yes,January,2020,94,Michigan
MI,Biological,Yes,No,Yes,Yes,January,2020,94,Michigan
IN,Biological,Yes,No,Yes,Yes,January,2020,93,Indiana
IN,Biological,No,No,No,Yes,January,2020,92,Indiana
GA,Severe Ice Storm,No,No,No,Yes,February,2014,91,Georgia
OH,Severe Storm,No,No,No,Yes,June,2012,88,Ohio
OH,Biological,No,No,No,Yes,January,2020,88,Ohio
OH,Biological,Yes,No,Yes,Yes,January,2020,88,Ohio
PR,Hurricane,No,No,No,Yes,September,2017,88,Puerto Rico
PR,Hurricane,Yes,No,Yes,Yes,September,2017,86,Puerto Rico
WI,Biological,No,No,No,Yes,January,2020,83,Wisconsin
WI,Biological,Yes,No,Yes,Yes,January,2020,83,Wisconsin
MS,Hurricane,No,No,No,Yes,August,2021,83,Mississippi
MS,Biological,No,No,No,Yes,January,2020,83,Mississippi
MS,Biological,Yes,No,Yes,Yes,January,2020,83,Mississippi
NM,Biological,No,No,No,Yes,January,2020,82,New Mexico
LA,Hurricane,No,No,Yes,Yes,October,2020,81,Louisiana
SD,Biological,No,No,No,Yes,January,2020,79,South Dakota
PR,Hurricane,Yes,No,Yes,Yes,September,2022,78,Puerto Rico
PR,Severe Storm,No,No,No,Yes,August,2019,78,Puerto Rico
PR,Hurricane,No,No,No,Yes,August,2011,78,Puerto Rico
PR,Hurricane,No,No,No,Yes,September,2022,78,Puerto Rico
PR,Earthquake,No,No,No,Yes,December,2019,78,Puerto Rico
PR,Hurricane,No,No,No,Yes,August,2020,78,Puerto Rico
PR,Biological,Yes,No,Yes,Yes,January,2020,78,Puerto Rico
PR,Hurricane,No,No,No,Yes,July,2020,78,Puerto Rico
PR,Biological,No,No,No,Yes,January,2020,78,Puerto Rico
OK,Severe Ice Storm,No,No,No,Yes,February,2021,77,Oklahoma
OK,Severe Storm,No,No,No,Yes,January,2011,77,Oklahoma
SD,Biological,Yes,No,Yes,Yes,January,2020,77,South Dakota
OK,Severe Storm,No,No,No,Yes,January,2010,77,Oklahoma
AR,Biological,No,No,No,Yes,January,2020,76,Arkansas
MO,Severe Storm,No,No,Yes,Yes,May,2015,76,Missouri
AR,Biological,Yes,No,Yes,Yes,January,2020,76,Arkansas
AR,Hurricane,No,No,No,Yes,August,2020,75,Arkansas
MS,Hurricane,No,No,Yes,Yes,August,2021,74,Mississippi
MO,Flood,No,No,No,Yes,December,2015,74,Missouri
FL,Biological,No,No,No,Yes,January,2020,73,Florida
LA,Biological,No,No,No,Yes,January,2020,73,Louisiana
FL,Hurricane,No,No,No,Yes,August,2019,73,Florida
IA,Flood,No,No,Yes,Yes,March,2019,71,Iowa
LA,Biological,Yes,No,Yes,Yes,January,2020,71,Louisiana
FL,Biological,Yes,No,Yes,Yes,January,2020,70,Florida
AL,Biological,Yes,No,Yes,Yes,January,2020,70,Alabama
KS,Severe Storm,No,No,Yes,Yes,April,2019,70,Kansas
AL,Biological,No,No,No,Yes,January,2020,69,Alabama
FL,Hurricane,No,No,No,Yes,September,2022,69,Florida
NM,Biological,Yes,No,Yes,Yes,January,2020,69,New Mexico
PA,Hurricane,No,No,No,Yes,October,2012,68,Pennsylvania
AL,Hurricane,No,No,No,Yes,September,2017,68,Alabama
AL,Hurricane,No,No,No,Yes,September,2020,68,Alabama
VA,Severe Storm,No,No,Yes,Yes,June,2012,68,Virginia
FL,Hurricane,No,No,No,Yes,September,2017,68,Florida
AL,Severe Storm,No,No,No,Yes,April,2011,67,Alabama
PA,Biological,No,No,No,Yes,January,2020,67,Pennsylvania
PA,Biological,Yes,No,Yes,Yes,January,2020,67,Pennsylvania
CO,Biological,Yes,No,Yes,Yes,January,2020,66,Colorado
NY,Biological,No,No,No,Yes,January,2020,66,New York
CO,Biological,No,No,No,Yes,January,2020,66,Colorado
TX,Severe Storm,No,No,Yes,Yes,May,2015,66,Texas
NC,Hurricane,No,No,No,Yes,October,2016,66,North Carolina
MT,Biological,No,No,No,Yes,January,2020,65,Montana
IL,Snowstorm,No,No,Yes,Yes,January,2011,65,Illinois
LA,Severe Ice Storm,No,No,No,Yes,February,2021,64,Louisiana
LA,Hurricane,No,No,No,Yes,August,2021,64,Louisiana
LA,Coastal Storm,No,No,No,Yes,September,2021,64,Louisiana
MT,Biological,Yes,No,Yes,Yes,January,2020,64,Montana
NY,Biological,Yes,No,Yes,Yes,January,2020,64,New York
LA,Hurricane,No,No,No,Yes,August,2020,64,Louisiana
LA,Hurricane,No,No,No,Yes,September,2020,64,Louisiana
LA,Coastal Storm,No,No,No,Yes,June,2020,64,Louisiana
NY,Hurricane,No,No,No,Yes,October,2012,62,New York
TX,Hurricane,No,No,No,Yes,August,2020,62,Texas
MO,Severe Storm,No,No,Yes,Yes,January,2011,62,Missouri
KY,Severe Storm,No,No,Yes,Yes,February,2019,61,Kentucky
MO,Severe Storm,No,No,Yes,Yes,April,2019,61,Missouri
NE,Flood,No,No,Yes,Yes,March,2019,61,Nebraska
NE,Severe Storm,No,No,Yes,Yes,June,2010,61,Nebraska
OK,Severe Ice Storm,No,No,Yes,Yes,February,2021,60,Oklahoma
TN,Flood,No,No,Yes,Yes,February,2019,59,Tennessee
ND,Biological,No,No,No,Yes,January,2020,59,North Dakota
KY,Flood,No,No,Yes,Yes,March,2015,59,Kentucky
CA,Biological,Yes,No,Yes,Yes,January,2020,58,California
CA,Biological,No,No,No,Yes,January,2020,58,California
ND,Biological,Yes,No,Yes,Yes,January,2020,58,North Dakota
KY,Flood,No,No,Yes,Yes,February,2018,57,Kentucky
KY,Severe Storm,No,No,Yes,Yes,April,2011,57,Kentucky
FL,Hurricane,No,No,Yes,Yes,November,2022,57,Florida
WV,Severe Storm,No,No,No,Yes,June,2012,55,West Virginia
WV,Biological,No,No,No,Yes,January,2020,55,West Virginia
KS,Severe Storm,No,No,Yes,Yes,December,2021,55,Kansas
FL,Hurricane,Yes,No,Yes,Yes,September,2017,55,Florida
KY,Severe Storm,Yes,No,Yes,Yes,May,2010,55,Kentucky
WV,Hurricane,No,No,No,Yes,October,2012,55,West Virginia
MN,Flood,No,No,Yes,Yes,March,2019,55,Minnesota
WV,Biological,Yes,No,Yes,Yes,January,2020,55,West Virginia
FL,Tropical Storm,No,No,No,Yes,November,2022,54,Florida
TN,Severe Storm,No,No,Yes,Yes,April,2011,53,Tennessee
TX,Severe Storm,No,No,Yes,Yes,December,2015,51,Texas
OK,Severe Ice Storm,No,No,Yes,Yes,January,2010,50,Oklahoma
AK,Biological,Yes,No,No,Yes,January,2020,50,Alaska
GA,Hurricane,No,No,Yes,Yes,October,2018,49,Georgia
IA,Severe Storm,No,No,Yes,Yes,May,2013,49,Iowa
VA,Hurricane,No,No,Yes,Yes,August,2011,48,Virginia
SC,Hurricane,No,No,No,Yes,September,2017,47,South Carolina
SC,Hurricane,No,No,No,Yes,August,2019,47,South Carolina
SC,Hurricane,No,No,Yes,Yes,September,2017,47,South Carolina
SC,Severe Storm,No,No,No,Yes,October,2015,47,South Carolina
SC,Hurricane,No,No,No,Yes,October,2016,47,South Carolina
SC,Hurricane,No,No,No,Yes,September,2018,47,South Carolina
SC,Biological,Yes,No,Yes,Yes,January,2020,47,South Carolina
SC,Biological,No,No,No,Yes,January,2020,47,South Carolina
SC,Severe Ice Storm,No,No,No,Yes,February,2014,46,South Carolina
SD,Flood,No,No,Yes,Yes,March,2019,46,South Dakota
TN,Severe Storm,Yes,No,Yes,Yes,April,2010,46,Tennessee
KS,Severe Storm,No,No,Yes,Yes,July,2013,46,Kansas
MN,Severe Storm,No,No,Yes,Yes,May,2022,46,Minnesota
SC,Hurricane,No,No,No,Yes,September,2022,46,South Carolina
NC,Hurricane,Yes,No,Yes,Yes,October,2016,45,North Carolina
GA,Severe Ice Storm,No,No,Yes,Yes,February,2014,45,Georgia
KY,Severe Ice Storm,No,No,Yes,Yes,February,2021,45,Kentucky
TN,Severe Ice Storm,No,No,Yes,Yes,February,2015,45,Tennessee
CA,Flood,No,No,Yes,Yes,February,2017,44,California
TX,Severe Storm,Yes,No,Yes,Yes,May,2015,44,Texas
KS,Severe Storm,No,No,Yes,Yes,May,2015,44,Kansas
ID,Biological,Yes,No,Yes,Yes,January,2020,44,Idaho
NV,Biological,No,No,No,Yes,January,2020,44,Nevada
ID,Biological,No,No,No,Yes,January,2020,44,Idaho
NV,Biological,Yes,No,Yes,Yes,January,2020,44,Nevada
FL,Hurricane,No,No,Yes,Yes,September,2022,43,Florida
CA,Flood,No,No,No,Yes,March,2023,43,California
LA,Hurricane,No,No,Yes,Yes,August,2020,43,Louisiana
AL,Severe Storm,Yes,No,Yes,Yes,April,2011,43,Alabama
SC,Hurricane,No,No,Yes,Yes,September,2022,43,South Carolina
PA,Flood,No,No,No,Yes,September,2011,43,Pennsylvania
MS,Hurricane,No,No,No,Yes,October,2020,42,Mississippi
OK,Severe Storm,No,No,Yes,Yes,December,2015,42,Oklahoma
OK,Severe Storm,Yes,No,Yes,Yes,May,2015,41,Oklahoma
TX,Hurricane,Yes,No,Yes,Yes,August,2017,41,Texas
LA,Coastal Storm,No,No,No,Yes,July,2019,41,Louisiana
LA,Severe Ice Storm,No,No,Yes,Yes,February,2021,41,Louisiana
KY,Snowstorm,No,No,Yes,Yes,February,2015,41,Kentucky
KS,Severe Storm,No,No,Yes,Yes,June,2010,41,Kansas
CA,Flood,No,No,No,Yes,January,2023,41,California
AL,Hurricane,No,No,No,Yes,October,2017,40,Alabama
MN,Flood,No,No,Yes,Yes,June,2014,40,Minnesota
WA,Biological,No,No,No,Yes,January,2020,40,Washington
ND,Severe Storm,No,No,Yes,Yes,April,2022,40,North Dakota
WA,Biological,Yes,No,Yes,Yes,January,2020,39,Washington
OH,Severe Storm,No,No,Yes,Yes,June,2012,39,Ohio
AL,Severe Storm,No,No,Yes,Yes,December,2015,39,Alabama
LA,Hurricane,No,No,Yes,Yes,August,2021,39,Louisiana
VA,Snowstorm,No,No,Yes,Yes,February,2010,38,Virginia
ND,Flood,No,No,Yes,Yes,February,2011,38,North Dakota
NC,Hurricane,Yes,No,Yes,Yes,August,2011,37,North Carolina
SD,Flood,No,No,Yes,Yes,March,2010,37,South Dakota
MS,Severe Ice Storm,No,No,Yes,Yes,February,2021,37,Mississippi
FL,Severe Storm,No,No,No,Yes,July,2021,37,Florida
AK,Biological,No,No,No,Yes,January,2020,37,Alaska
NE,Flood,No,No,Yes,Yes,March,2010,37,Nebraska
AZ,Biological,Yes,No,Yes,Yes,January,2020,37,Arizona
MO,Severe Storm,No,No,Yes,Yes,June,2010,37,Missouri
FL,Hurricane,No,No,No,Yes,October,2018,37,Florida
UT,Biological,No,No,No,Yes,January,2020,36,Utah
IA,Severe Storm,Yes,No,Yes,Yes,June,2010,36,Iowa
UT,Biological,Yes,No,Yes,Yes,January,2020,36,Utah
TX,Flood,No,No,Yes,Yes,September,2018,36,Texas
OR,Biological,Yes,No,Yes,Yes,January,2020,36,Oregon
AZ,Biological,No,No,No,Yes,January,2020,36,Arizona
VA,Hurricane,No,No,Yes,Yes,October,2018,36,Virginia
OR,Biological,No,No,No,Yes,January,2020,36,Oregon
IN,Severe Storm,No,No,Yes,Yes,April,2011,36,Indiana
LA,Flood,Yes,No,Yes,Yes,March,2016,36,Louisiana
CA,Severe Storm,No,No,Yes,Yes,January,2017,35,California
SD,Flood,No,No,Yes,Yes,March,2011,35,South Dakota
MS,Hurricane,No,No,No,Yes,August,2012,34,Mississippi
GA,Severe Storm,No,No,Yes,Yes,December,2015,34,Georgia
LA,Hurricane,No,No,No,Yes,August,2012,34,Louisiana
NC,Hurricane,No,No,No,Yes,August,2011,34,North Carolina
AR,Severe Storm,Yes,No,Yes,Yes,April,2011,34,Arkansas
AK,Biological,Yes,No,Yes,Yes,January,2020,34,Alaska
MN,Flood,No,No,Yes,Yes,March,2011,34,Minnesota
MT,Severe Storm,Yes,No,Yes,Yes,April,2011,33,Montana
KS,Severe Storm,No,No,No,Yes,May,2019,33,Kansas
IA,Severe Storm,No,No,Yes,Yes,June,2014,33,Iowa
LA,Flood,No,No,No,Yes,April,2011,33,Louisiana
TX,Fire,No,No,No,Yes,April,2011,33,Texas
VA,Severe Ice Storm,No,No,Yes,Yes,February,2021,33,Virginia
NC,Hurricane,Yes,No,Yes,Yes,September,2018,33,North Carolina
MO,Flood,Yes,No,Yes,Yes,April,2017,33,Missouri
FL,Hurricane,Yes,No,Yes,Yes,September,2022,32,Florida
TX,Hurricane,No,No,No,Yes,July,2020,32,Texas
VA,Hurricane,No,No,Yes,Yes,September,2018,32,Virginia
SD,Severe Storm,No,No,Yes,Yes,January,2010,32,South Dakota
WV,Severe Storm,No,No,Yes,Yes,March,2015,32,West Virginia
CA,Severe Storm,No,No,Yes,Yes,February,2019,32,California
IA,Severe Storm,No,No,Yes,Yes,June,2018,31,Iowa
MS,Severe Storm,No,No,Yes,Yes,April,2020,31,Mississippi
PR,Hurricane,Yes,No,Yes,Yes,August,2011,31,Puerto Rico
OR,Fire,No,No,Yes,Yes,September,2020,31,Oregon
NE,Snowstorm,No,No,Yes,Yes,April,2018,31,Nebraska
MN,Flood,No,No,Yes,Yes,June,2018,31,Minnesota
GA,Hurricane,No,No,No,Yes,October,2016,30,Georgia
VA,Hurricane,No,No,No,Yes,August,2011,30,Virginia
ND,Flood,No,No,Yes,Yes,February,2010,30,North Dakota
VA,Snowstorm,No,No,Yes,Yes,January,2016,30,Virginia
TX,Fire,No,No,Yes,Yes,August,2011,30,Texas
NE,Flood,Yes,No,Yes,Yes,March,2019,30,Nebraska
NC,Hurricane,No,No,No,Yes,September,2010,30,North Carolina
CA,Flood,No,No,Yes,Yes,December,2022,30,California
IN,Severe Storm,No,No,Yes,Yes,January,2014,30,Indiana
LA,Hurricane,No,No,Yes,Yes,August,2012,29,Louisiana
MN,Severe Storm,No,No,Yes,Yes,September,2010,29,Minnesota
MN,Flood,No,No,No,Yes,March,2010,29,Minnesota
OK,Severe Ice Storm,No,No,Yes,Yes,October,2020,29,Oklahoma
NE,Severe Storm,No,No,Yes,Yes,May,2015,28,Nebraska
FL,Hurricane,No,No,No,Yes,October,2016,28,Florida
IL,Flood,Yes,No,Yes,Yes,April,2013,28,Illinois
MO,Flood,No,No,No,Yes,June,2011,28,Missouri
WA,Biological,No,No,Yes,No,January,2020,28,Washington
MO,Severe Storm,No,No,Yes,Yes,May,2013,28,Missouri
NY,Snowstorm,No,No,Yes,Yes,March,2017,28,New York
VA,Severe Storm,No,No,Yes,Yes,January,2022,28,Virginia
IL,Flood,No,No,Yes,Yes,February,2019,28,Illinois
MN,Flood,No,No,Yes,Yes,March,2010,28,Minnesota
VA,Hurricane,No,No,Yes,Yes,October,2012,28,Virginia
NY,Hurricane,Yes,No,Yes,Yes,August,2011,28,New York
PA,Snowstorm,No,No,Yes,Yes,February,2010,27,Pennsylvania
WV,Severe Storm,No,No,Yes,Yes,June,2012,27,West Virginia
KY,Severe Storm,No,No,Yes,Yes,February,2020,27,Kentucky
SD,Severe Storm,No,No,Yes,Yes,December,2016,27,South Dakota
SD,Flood,No,No,Yes,Yes,May,2019,27,South Dakota
IA,Severe Storm,No,No,Yes,Yes,January,2010,27,Iowa
KS,Snowstorm,No,No,Yes,Yes,April,2017,27,Kansas
MS,Hurricane,No,No,Yes,Yes,August,2012,27,Mississippi
OK,Severe Storm,Yes,No,Yes,Yes,May,2019,27,Oklahoma
IA,Flood,No,No,Yes,Yes,June,2014,27,Iowa
AR,Severe Storm,No,No,Yes,Yes,December,2015,27,Arkansas
LA,Hurricane,Yes,No,Yes,Yes,August,2012,26,Louisiana
KY,Severe Storm,No,No,Yes,Yes,July,2015,26,Kentucky
NC,Hurricane,No,No,Yes,Yes,September,2019,26,North Carolina
NY,Hurricane,No,No,No,Yes,August,2021,26,New York
ND,Severe Storm,No,No,Yes,Yes,January,2010,26,North Dakota
LA,Hurricane,No,No,Yes,Yes,July,2019,26,Louisiana
NM,Flood,No,No,Yes,Yes,September,2013,26,New Mexico
TN,Severe Storm,Yes,No,Yes,Yes,April,2011,25,Tennessee
MS,Severe Storm,Yes,No,Yes,Yes,April,2011,25,Mississippi
KY,Flood,Yes,No,Yes,Yes,February,2021,25,Kentucky
OK,Severe Storm,No,No,Yes,Yes,May,2019,25,Oklahoma
TX,Hurricane,No,No,No,Yes,June,2010,25,Texas
KS,Severe Storm,No,No,Yes,Yes,May,2011,25,Kansas
LA,Hurricane,Yes,No,Yes,Yes,August,2021,25,Louisiana
NE,Severe Storm,No,No,Yes,Yes,December,2021,25,Nebraska
IA,Severe Storm,No,No,Yes,Yes,December,2021,25,Iowa
MS,Hurricane,No,No,No,Yes,September,2020,24,Mississippi
PR,Hurricane,No,No,Yes,Yes,August,2011,24,Puerto Rico
WY,Biological,No,No,No,Yes,January,2020,24,Wyoming
PA,Flood,Yes,No,Yes,Yes,September,2011,24,Pennsylvania
AL,Severe Storm,No,No,Yes,Yes,April,2011,24,Alabama
WA,Flood,No,No,Yes,Yes,December,2021,24,Washington
MD,Biological,No,No,No,Yes,January,2020,24,Maryland
MD,Hurricane,No,No,No,Yes,October,2012,24,Maryland
WY,Biological,Yes,No,Yes,Yes,January,2020,24,Wyoming
SC,Hurricane,Yes,No,Yes,Yes,October,2016,24,South Carolina
NE,Severe Storm,No,No,Yes,Yes,June,2014,24,Nebraska
MD,Biological,Yes,No,Yes,Yes,January,2020,24,Maryland
MS,Hurricane,No,No,No,Yes,August,2020,24,Mississippi
PA,Snowstorm,No,No,Yes,Yes,January,2016,23,Pennsylvania
IA,Severe Storm,No,No,Yes,Yes,June,2010,23,Iowa
FL,Hurricane,No,No,No,Yes,August,2021,23,Florida
NY,Flood,No,No,Yes,Yes,April,2011,23,New York
WA,Fire,No,No,Yes,Yes,August,2015,23,Washington
LA,Severe Ice Storm,Yes,No,Yes,Yes,February,2021,23,Louisiana
MD,Hurricane,No,No,No,Yes,August,2011,23,Maryland
MD,Hurricane,No,No,Yes,Yes,October,2012,23,Maryland
SC,Flood,Yes,No,Yes,Yes,October,2015,23,South Carolina
GA,Severe Storm,Yes,No,Yes,Yes,April,2011,23,Georgia
MO,Flood,Yes,No,Yes,Yes,December,2015,23,Missouri
NJ,Biological,Yes,No,Yes,Yes,January,2020,23,New Jersey
TN,Severe Storm,No,No,Yes,Yes,June,2014,23,Tennessee
CA,Fire,No,No,Yes,Yes,August,2020,23,California
AR,Severe Storm,No,No,Yes,Yes,April,2011,23,Arkansas
KS,Snowstorm,No,No,Yes,Yes,February,2013,23,Kansas
MO,Severe Storm,Yes,No,Yes,Yes,April,2019,22,Missouri
OH,Flood,No,No,Yes,Yes,February,2018,22,Ohio
MD,Snowstorm,No,No,Yes,Yes,February,2010,22,Maryland
MS,Hurricane,Yes,No,Yes,Yes,August,2012,22,Mississippi
SC,Severe Ice Storm,No,No,Yes,Yes,February,2014,22,South Carolina
CA,Flood,No,No,Yes,Yes,January,2017,22,California
PR,Hurricane,No,No,Yes,Yes,September,2017,22,Puerto Rico
TX,Flood,Yes,No,Yes,Yes,May,2016,22,Texas
MO,Severe Storm,Yes,No,Yes,Yes,April,2011,22,Missouri
LA,Flood,Yes,No,Yes,Yes,August,2016,22,Louisiana
ND,Flood,No,No,No,Yes,April,2011,22,North Dakota
MS,Severe Storm,No,No,Yes,Yes,February,2019,22,Mississippi
SD,Severe Storm,No,No,Yes,Yes,May,2022,22,South Dakota
WV,Mud/Landslide,No,No,Yes,Yes,February,2018,21,West Virginia
NC,Hurricane,No,No,Yes,Yes,October,2018,21,North Carolina
MO,Severe Storm,No,No,Yes,Yes,June,2021,21,Missouri
LA,Hurricane,Yes,No,Yes,Yes,August,2020,21,Louisiana
OK,Severe Ice Storm,No,No,Yes,Yes,November,2015,21,Oklahoma
NJ,Hurricane,No,No,No,Yes,September,2021,21,New Jersey
OH,Severe Storm,No,No,Yes,Yes,April,2011,21,Ohio
OK,Severe Storm,No,No,Yes,Yes,April,2017,21,Oklahoma
TN,Tornado,No,No,Yes,Yes,March,2021,21,Tennessee
OH,Flood,No,No,Yes,Yes,February,2019,21,Ohio
ND,Severe Storm,No,No,Yes,Yes,May,2013,21,North Dakota
NJ,Biological,No,No,No,Yes,January,2020,21,New Jersey
PR,Severe Storm,No,No,Yes,Yes,October,2010,21,Puerto Rico
NJ,Hurricane,No,No,No,Yes,October,2012,21,New Jersey
NJ,Hurricane,Yes,No,Yes,Yes,August,2011,21,New Jersey
NJ,Hurricane,Yes,No,Yes,Yes,October,2012,21,New Jersey
WA,Fire,No,No,Yes,Yes,September,2020,21,Washington
KY,Severe Storm,No,No,Yes,Yes,May,2010,21,Kentucky
NJ,Hurricane,No,No,No,Yes,August,2011,21,New Jersey
GA,Hurricane,No,No,Yes,Yes,October,2020,21,Georgia
LA,Hurricane,No,No,Yes,Yes,August,2017,20,Louisiana
ND,Flood,No,No,Yes,Yes,April,2020,20,North Dakota
KS,Severe Ice Storm,No,No,Yes,Yes,January,2017,20,Kansas
KS,Snowstorm,No,No,Yes,Yes,March,2022,20,Kansas
WV,Flood,No,No,Yes,Yes,April,2015,20,West Virginia
PR,Earthquake,Yes,No,Yes,No,December,2019,20,Puerto Rico
NE,Severe Storm,No,No,Yes,Yes,May,2022,20,Nebraska
NC,Flood,No,No,Yes,Yes,July,2013,20,North Carolina
KY,Severe Storm,No,No,Yes,Yes,July,2016,20,Kentucky
